Index,Bab,Kategori,Kanji,Kana,Romaji,Arti,Kelas Kata,Konjugasi,Transitivitas,Catatan Tambahan
777,11,Tanya (durasi),どのくらい,どのくらい／どのぐらい,dono kurai,Berapa lama?,Kata Tanya,,,
778,11,Jumlah Total,全部で,ぜんぶで,zenbu de,Semuanya / total,Kata Keterangan,,,
779,11,Jumlah,みんな,みんな,minna,Semua,Kata Ganti,,,Untuk orang / kelompok
780,11,Partikel,～だけ,～だけ,~dake,Hanya / Cuma {Kalimat Positif},Partikel,,,Digunakan untuk membatasi jumlah atau pilihan
781,11,Ekspresi,いいお天気ですね,いいおてんきですね,ii otenki desu ne,Cuacanya bagus ya,Ekspresi,,,Ungkapan saat menyapa di hari cerah
782,11,Ekspresi / Tanya,お出かけですか,おでかけですか,odekake desu ka,Apakah mau keluar (rumah)?,Ekspresi,,,Digunakan untuk menyapa saat melihat orang hendak pergi
783,11,Ekspresi,ちょっと〜まで,ちょっと〜まで,chotto ~ made,Sampai (ke) ~ sebentar,Ekspresi,,,Digunakan untuk menjelaskan tujuan keluar sementara
784,11,Ekspresi,いってらっしゃい,いってらっしゃい,itterasshai,Silakan pergi / Hati-hati di jalan,Ekspresi,,,Diucapkan kepada orang yang hendak pergi
785,11,Ekspresi,いってきます,いってきます,ittekimasu,Saya pergi & akan kembali (berangkat),Ekspresi,,,Diucapkan oleh orang yang hendak pergi dari rumah
786,11,Jasa Kirim,船便,ふなびん,funabin,Pos Laut,Kata Benda,,,Jenis pengiriman menggunakan jalur laut
787,11,Jasa Kirim,航空便（エアメール）,こうくうびん（エアメール）,koukuubin (ea meeru),Pos Udara / Air Mail,Kata Benda,,,Jenis pengiriman melalui udara
788,11,Ekspresi Permintaan,お願いします,おねがいします,onegaishimasu,Tolong / Saya mohon,Ekspresi,,,Ungkapan permintaan sopan
789,11,Ekspresi Permintaan,ください,ください,kudasai,Tolong (beri saya ...),Ekspresi,,,Digunakan saat memesan/meminta barang secara langsung
790,11,Negara,オーストラリア,オーストラリア,oosutoraria,Australia,Kata Benda,,,
791,11,Negara,オーストリア,オーストリア,oosutoria,Austria,Kata Benda,,,
792,12,Kata Sifat (NA),簡単,かんたん,kantan,Mudah / Gampang,Kata Sifat (NA),,,
793,12,Kata Sifat (I),近い,ちかい,chikai,Dekat,Kata Sifat (I),,,ちかくに＝Di dekat
794,12,Kata Sifat (I),遠い,とおい,tooi,Jauh,Kata Sifat (I),,,
795,12,Kata Sifat (I),遅い,おそい,osoi,Lambat,Kata Sifat (I),,,
796,12,Kata Sifat (I),暖かい,あたたかい,atatakai,Hangat (suhu cuaca),Kata Sifat (I),,,
797,12,Kata Sifat (I),温かい,あたたかい,atatakai,Hangat (benda/sentuhan),Kata Sifat (I),,,
798,12,Kata Sifat (I),涼しい,すずしい,suzushii,Sejuk,Kata Sifat (I),,,
799,12,Kata Sifat (I),甘い,あまい,amai,Manis,Kata Sifat (I),,,さとう＝Gula
800,12,Kata Sifat (I),辛い,からい,karai,Pedas,Kata Sifat (I),,,とうがらし＝Cabai
801,12,Kata Sifat (I),塩辛い,しおからい,shiokarai,Asin,Kata Sifat (I),,,しお＝Garam
802,12,Kata Sifat (I),苦い,にがい,nigai,Pahit,Kata Sifat (I),,,ごーや＝Pare／くすり＝Obat
803,12,Kata Sifat (I),酸っぱい,すっぱい,suppai,Asam / Kecut,Kata Sifat (I),,,す＝Cuka
804,12,Kosakata (Rasa),旨味,うまみ,umami,Umami,Kata Benda,,,味の素＝Ajinomoto
805,12,Kata Sifat (I),重い,おもい,omoi,Berat,Kata Sifat (I),,,
806,12,Kata Sifat (I),重たい,おもたい,omotai,Berat (penekanan kesan),Kata Sifat (I),,,
807,12,Kata Sifat (I),軽い,かるい,karui,Ringan,Kata Sifat (I),,,
808,12,Musim,季節,きせつ,kisetsu,Musim,Kata Benda,,,Jepang: 春、夏、秋、冬
809,12,Musim,春,はる,haru,Musim semi,Kata Benda,,,3月〜5月／Bunga Sakura
810,12,Musim,夏,なつ,natsu,Musim panas,Kata Benda,,,6月〜8月／Festival／Liburan Musim Panas
811,12,Musim,秋,あき,aki,Musim gugur,Kata Benda,,,9月〜11月／紅葉
812,12,Musim,冬,ふゆ,fuyu,Musim dingin,Kata Benda,,,12月〜2月／Salju／雪祭り
813,12,Musim,梅雨,つゆ,tsuyu,Musim hujan / pancaroba,Kata Benda,,,
814,12,Musim,乾季,かんき,kanki,Musim kemarau (Indonesia),Kata Benda,,,5月〜10月
815,12,Musim,雨季,うき,uki,Musim hujan (Indonesia),Kata Benda,,,11月〜4月
816,12,Iklim,気候,きこう,kikou,Iklim,Kata Benda,,,
817,12,Cuaca,天気,てんき,tenki,Cuaca,Kata Benda,,,
818,12,Cuaca,雨,あめ,ame,Hujan,Kata Benda,,,
819,12,Cuaca,飴,あめ,ame,Permen,Kata Benda,,,Homonim dengan 雨
820,12,Cuaca,雪,ゆき,yuki,Salju,Kata Benda,,,
821,12,Cuaca,雲,くも,kumo,Awan,Kata Benda,,,
822,12,Cuaca,曇り,くもり,kumori,Mendung,Kata Benda,,,
823,12,Cuaca,雷,かみなり,kaminari,Petir,Kata Benda,,,
824,12,Cuaca,風,かぜ,kaze,Angin,Kata Benda,,,
825,12,Kesehatan,風邪,かぜ,kaze,Masuk angin / Flu,Kata Benda,,,Homonim dengan angin
826,12,Cuaca,台風,たいふう,taifuu,Typhoon / Badai,Kata Benda,,,
827,12,Tempat,ホテル,ホテル,hoteru,Hotel,Kata Benda,,,
828,12,Tempat,空港,くうこう,kuukou,Bandara / Pelabuhan udara,Kata Benda,,,
829,12,Alam,空,そら,sora,Langit / Udara,Kata Benda,,,
830,12,Tempat,港,みなと,minato,Pelabuhan,Kata Benda,,,
831,12,Alam,海,うみ,umi,Laut,Kata Benda,,,
832,12,Dunia,世界,せかい,sekai,Dunia,Kata Benda,,,
833,12,Acara,パーティー,パーティー,paatii,Pesta,Kata Benda,,,パーティーをします＝Berpesta
834,12,Acara,お祭り,おまつり,omatsuri,Festival / Perayaan,Kata Benda,,,
835,12,Makanan,すき焼き,すきやき,sukiyaki,Sukiyaki,Kata Benda,,,
836,12,Makanan,刺身,さしみ,sashimi,Sashimi,Kata Benda,,,
837,12,Makanan,お寿司,おすし,osushi,Sushi,Kata Benda,,,
838,12,Makanan,握り寿司,にぎりずし,nigirizushi,Sushi kepal,Kata Benda,,,
839,12,Makanan,巻き寿司,まきずし,makizushi,Sushi gulung,Kata Benda,,,
840,12,Makanan,天ぷら,てんぷら,tenpura,Tempura,Kata Benda,,,
841,12,Makanan,えび天ぷら,えびてんぷら,ebi tenpura,Tempura udang,Kata Benda,,,
842,12,Makanan,馬刺し,ばさし,basashi,Sashimi daging kuda,Kata Benda,,,馬・うま＝Hewan kuda
843,12,Makanan,レモン,レモン,remon,Lemon,Kata Benda,,,
844,12,Budaya,生け花,いけばな,ikebana,Seni merangkai bunga,Kata Benda,,,いけばなをします＝Merangkai bunga
845,12,Alam,紅葉,こうよう／もみじ,kouyou / momiji,Fenomena perubahan warna daun / Daun maple,Kata Benda,,,
847,12,Kata Tanya,どれ,どれ,dore,Yang mana (> 2),Kata Tanya,,,Digunakan tanpa menyebutkan kata benda
848,12,Kata Tanya,どちら,どちら,dochira,Yang mana (dari 2),Kata Tanya,,,
849,12,Kata Tanya,どれも,どれも,doremo,Yang mana pun (> 2),Kata Tanya,,,
850,12,Kata Tanya,どちらも,どちらも,dochiramo,Yang mana pun (2),Kata Tanya,,,
851,12,Keterangan,ずっと,ずっと,zutto,Selamanya / Jauh lebih / Sangat,Kata Keterangan,,,
852,12,Waktu,初めて,はじめて,hajimete,Pertama kali,Kata Keterangan,,,
853,12,Salam,ただいま,ただいま,tadaima,Saya pulang (Ungkapan),Ekspresi,,,
854,12,Salam,おかえりなさい,おかえりなさい,okaerinasai,Selamat datang pulang,Ekspresi,,,
855,12,Ekspresi,すごい,すごい,sugoi,Luar biasa / Keren (hiperbolis),Kata Sifat (I),,,
856,12,Kata Kerja,疲れます,つかれます,tsukaremasu,Lelah,Kata Kerja,Ichidan (II),Jidoushi (Intransitif),つかれました＝Sudah/sedang lelah
857,12,Negara / Kota,香港,ホンコン,honkon,Hongkong,Kata Benda,,,
858,12,Negara / Kota,シンガポール,シンガポール,shingapooru,Singapura,Kata Benda,,,
859,13,Kata Kerja,遊びます,あそびます,asobimasu,Bermain,Kata Kerja,Godan (I),Jidoushi (Intransitif),にわであそびます＝Bermain di pekarangan
860,13,Kata Kerja,泳ぎます,およぎます,oyogimasu,Berenang,Kata Kerja,Godan (I),Jidoushi (Intransitif),プールでおよぎます＝Berenang di kolam renang
861,13,Kata Kerja,むかえます,むかえます,mukaemasu,Menjemput,Kata Kerja,Ichidan (II),Tadoushi (Transitif),ともだちをむかえます＝Menjemput teman
862,13,Kata Kerja,結婚します,けっこんします,kekkon shimasu,Menikah,Kata Kerja,Irregular (III),Jidoushi (Intransitif),Melakukan pernikahan
863,13,Kata Kerja,買い物します,かいものします,kaimono shimasu,Berbelanja,Kata Kerja,Irregular (III),Jidoushi (Intransitif),
864,13,Kata Kerja,食事します,しょくじします,shokuji shimasu,Menyantap / Makan,Kata Kerja,Irregular (III),Jidoushi (Intransitif),
865,13,Kata Kerja,散歩します,さんぽします,sanpo shimasu,Berjalan-jalan,Kata Kerja,Irregular (III),Jidoushi (Intransitif),
866,13,Kata Kerja,歩きます,あるきます,arukimasu,Berjalan,Kata Kerja,Godan (I),Jidoushi (Intransitif),あるいていきます＝Pergi dengan berjalan kaki
867,13,Kata Kerja,飛びます,とびます,tobimasu,Terbang,Kata Kerja,Godan (I),Jidoushi (Intransitif),
868,13,Kata Kerja,走ります,はしります,hashirimasu,Berlari,Kata Kerja,Godan (I),Jidoushi (Intransitif),
869,13,Kata Kerja,渡ります,わたります,watarimasu,Menyeberang,Kata Kerja,Godan (I),Jidoushi (Intransitif),
870,13,Kata Sifat (NA),大変,たいへん,taihen,Berat / Susah,Kata Sifat (NA),,,たいへんですね＝Berat ya (ungkapan)
871,13,Kata Sifat (I),欲しい,ほしい,hoshii,Ingin / Mau,Kata Sifat (I),,,こいびとがほしい＝Saya ingin pacarほしいのみもの＝Minuman yang diinginkan
872,13,Kata Sifat (I),広い,ひろい,hiroi,Luas,Kata Sifat (I),,,
873,13,Kata Sifat (I),狭い,せまい,semai,Sempit,Kata Sifat (I),,,
874,13,Tempat,プール,プール,puuru,Kolam renang,Kata Benda,,,
875,13,Tempat Alam,川,かわ,kawa,Sungai,Kata Benda,,,
876,13,Kesenian,美術,びじゅつ,bijutsu,Seni,Kata Benda,,,
877,13,Aktivitas,釣り,つり,tsuri,Pancing,Kata Benda,,,つりをします＝Kegiatan memancing
878,13,Kegiatan,釣りします,つりします,tsuri shimasu,Memancing,Kata Kerja,Irregular (III),Jidoushi (Intransitif),つり＝Pancing
879,13,Kegiatan,スキーします,スキーします,sukii shimasu,Bermain ski,Kata Kerja,Irregular (III),Jidoushi (Intransitif),スキー＝Ski
880,13,Waktu,週末,しゅうまつ,shuumatsu,Akhir pekan (weekend),Kata Benda,,,Sabtu & Minggu
881,13,Waktu,平日,へいじつ,heijitsu,Hari kerja (weekdays),Kata Benda,,,Senin–Jumat
882,13,Waktu,花金,はなきん,hanakin,Jumat sore (TGIF),Kata Benda,,,
883,13,Waktu,お正月,おしょうがつ,oshougatsu,Tahun Baru,Kata Benda,,,
884,13,Keterangan,ごろ,ごろ,goro,Sekitar (titik waktu),Kata Keterangan,,,
885,13,Keterangan,ぐらい／くらい,ぐらい／くらい,gurai / kurai,Kira-kira (durasi waktu),Kata Keterangan,,,
886,13,Kata Tanya,～か,～か,~ka,Partikel penanda pertanyaan/ketidakpastian,Partikel,,,なにか＝Sesuatuだれか＝Seseorangどこか＝Suatu tempatいつか＝Suatu saat
887,13,Kata Benda,何か,なにか,nanika,Sesuatu (Suatu hal),Kata Benda,,,Dari kata tanya なに＋か
888,13,Kata Benda,誰か,だれか,dareka,Seseorang (Suatu orang),Kata Benda,,,Bisa juga: どなたか（sopan）
889,13,Kata Benda,どこか,どこか,dokoka,Suatu tempat,Kata Benda,,,Tempat yang tidak diketahui secara pasti
890,13,Kata Benda,いつか,いつか,itsuka,Suatu saat,Kata Benda,,,Waktu yang tidak pasti / belum ditentukan
891,13,Kata Benda,どうしてか,どうしてか,doushiteka,Entah kenapa (Suatu alasan),Kata Benda,,,Menyatakan alasan yang tidak diketahui secara spesifik
892,13,Kata Kerja,渇きます,かわきます,kawakimasu,Kering,Kata Kerja,Godan (I),Jidoushi (Intransitif),のどがかわきます＝Haus (Tenggorokan kering)
893,13,Kata Ekspresi,ペコペコ,ペコペコ,pekopeko,Lapar (kasual),Ekspresi,,,Ungkapan informal
894,13,Kata Ekspresi,腹減った,はらへった,hara hetta,Lapar (kasual),Ekspresi,,,"Kasual, dari 腹（はら）＝Perut + 減った＝Menurun"
895,13,Ekspresi,そうしましょう,そうしましょう,sou shimashou,Ayo lakukan itu,Ekspresi,,,Respons menyetujui ajakan
896,13,Ekspresi / Tanya,ご注文は？,ごちゅうもんは？,gochuumon wa?,Pesanan Anda? / Mau pesan apa?,Ekspresi,,,
897,13,Kata Benda,注文,ちゅうもん,chuumon,Pesanan,Kata Benda,,,
898,13,Makanan,定食,ていしょく,teishoku,Menu paket / Set menu,Kata Benda,,,
899,13,Makanan,単品,たんぴん,tanpin,A la carte,Kata Benda,,,Penulisan kanji umum: 単品
900,13,Makanan,丼,どんぶり,donburi,Mangkok (nasi dengan topping),Kata Benda,,,
901,13,Makanan,牛丼,ぎゅうどん,gyuudon,Donburi daging sapi,Kata Benda,,,
902,13,Makanan,豚丼,ぶたどん,butadon,Donburi daging babi,Kata Benda,,,
903,13,Makanan,親子丼,おやこどん,oyakodon,Donburi ayam & telur,Kata Benda,,,"""Orang tua dan anak"" = ayam & telur"
904,13,Ekspresi Permintaan,待ってください,まってください,matte kudasai,Tolong tunggu (sebentar),Ekspresi,,,Dipakai umum / kasual
905,13,Ekspresi Permintaan,少々お待ちください,しょうしょうおまちください,shoushou omachi kudasai,Mohon tunggu sebentar (sopan),Ekspresi,,,"Dipakai di restoran, toko, customer service"
906,13,Ekspresi Sopan,～でございます,～でございます,~de gozaimasu,Bentuk sopan dari ～です,Ekspresi,,,Digunakan di layanan pelanggan
907,13,Ekspresi,別々に,べつべつに,betsubetsu ni,Secara terpisah / Masing-masing,Kata Keterangan,,,
908,13,Ekspresi,割り勘,わりかん,warikan,Bayar terpisah (split bill),Kata Benda,,,Digunakan saat membagi tagihan bersama
909,14,Kata Kerja,急ぎます,いそぎます,isogimasu,Buru-buru / Bergesa,Kata Kerja,Godan (I),Jidoushi (Intransitif),
910,14,Kata Kerja,呼びます,よびます,yobimasu,Memanggil,Kata Kerja,Godan (I),Tadoushi (Transitif),
911,14,Kata Kerja,待ちます,まちます,machimasu,Menunggu,Kata Kerja,Godan (I),Tadoushi (Transitif),
912,14,Kata Kerja,持ちます,もちます,mochimasu,Membawa,Kata Kerja,Godan (I),Tadoushi (Transitif),
913,14,Kata Kerja,手伝います,てつだいます,tetsudaimasu,Membantu / Menolong,Kata Kerja,Godan (I),Tadoushi (Transitif),
914,14,Kata Kerja,言います,いいます,iimasu,Berkata (to tell),Kata Kerja,Godan (I),Tadoushi (Transitif),
915,14,Kata Kerja,使います,つかいます,tsukaimasu,Memakai / Menggunakan,Kata Kerja,Godan (I),Tadoushi (Transitif),「Bendaを」つかいます
916,14,Kata Kerja,座ります,すわります,suwarimasu,Duduk,Kata Kerja,Godan (I),Jidoushi (Intransitif),
917,14,Kata Kerja,立ちます,たちます,tachimasu,Berdiri,Kata Kerja,Godan (I),Jidoushi (Intransitif),
918,14,Kata Kerja,話します,はなします,hanashimasu,Berbicara (to talk) / Bercerita,Kata Kerja,Godan (I),Tadoushi (Transitif),
919,14,Kata Kerja,つけます,つけます,tsukemasu,"Menyalakan (Lampu), Menghidupkan (TV), Memasang, Membubuhkan",Kata Kerja,Ichidan (II),Tadoushi (Transitif),
920,14,Kata Kerja,開けます,あけます,akemasu,Membuka (pintu / jendela),Kata Kerja,Ichidan (II),Tadoushi (Transitif),
921,14,Kata Kerja,閉めます,しめます,shimemasu,Menutup (Pintu / jendela),Kata Kerja,Ichidan (II),Tadoushi (Transitif),
922,14,Kata Kerja,助けます,たすけます,tasukemasu,Membantu / Menolong (Fatal),Kata Kerja,Ichidan (II),Tadoushi (Transitif),
923,14,Kata Kerja,止めます,とめます,tomemasu,"Menghentikan, (kendaraan) Memarkirkan",Kata Kerja,Ichidan (II),Tadoushi (Transitif),
924,14,Kata Kerja,見せます,みせます,misemasu,Memperlihatkan,Kata Kerja,Ichidan (II),Tadoushi (Transitif),
925,14,Kata Kerja,答えます,こたえます,kotaemasu,Menjawab,Kata Kerja,Ichidan (II),Jidoushi (Intransitif),
926,14,Kata Kerja,浴びます,あびます,abimasu,Mandi,Kata Kerja,Ichidan (II),Tadoushi (Transitif),Spesial
927,14,Kata Kerja,できます,できます,dekimasu,Bisa / Rampung,Kata Kerja,Ichidan (II),Jidoushi (Intransitif),Spesial
928,14,Kata Kerja,足ります,たります,tarimasu,Cukup,Kata Kerja,Ichidan (II),Jidoushi (Intransitif),Contoh: おかねがたりません
929,14,Kata Kerja,コピーします,コピーします,kopiishimasu,Memfotokopi,Kata Kerja,Irregular (III),Tadoushi (Transitif),
930,14,Kata Kerja,サッカーをします,サッカーをします,sakkaaoshimasu,Bermain Bola,Kata Kerja,Irregular (III),Tadoushi (Transitif),
931,14,Kata Benda,電気,でんき,denki,Listrik / Lampu,Kata Benda,,,
932,14,Kata Benda,エアコン,エアコン,eakon,AC,Kata Benda,,,エアコンディショナー (Air Conditioner)
933,14,Kata Benda,パスポート,パスポート,pasupooto,Passport,Kata Benda,,,
934,14,Kata Benda,名前,なまえ,namae,Nama,Kata Benda,,,
935,14,Kata Benda,住所,じゅうしょ,juusho,Alamat,Kata Benda,,,
936,14,Kata Benda,地図,ちず,chizu,Peta,Kata Benda,,,
937,14,Kata Benda,塩,しお,shio,Garam,Kata Benda,,,
938,14,Kata Benda,砂糖,さとう,satou,Gula,Kata Benda,,,
939,14,Kata Benda,問題,もんだい,mondai,"Soal, Permasalahan",Kata Benda,,,
940,14,Kata Benda,答え,こたえ,kotae,Jawaban,Kata Benda,,,
941,14,Ekspresi,読み方,よみかた,yomikata,Cara Membaca,Kata Benda,,,よみます → よみ
942,14,Ekspresi,書き方,かきかた,kakikata,Cara Menulis,Kata Benda,,,かきます → かき
943,14,Ekspresi,話し方,はなしかた,hanashikata,Cara Berbicara,Kata Benda,,,はなします → はなし
944,14,Ekspresi,勉強しかた,べんきょうしかた,benkyoushikata,Cara Belajar,Kata Benda,,,
945,14,Ekspresi,歩き方,あるきかた,arukikata,Cara berjalan,Kata Benda,,,あるきます → あるき
946,14,Keterangan,まっすぐ,まっすぐ,massugu,Lurus,Kata Keterangan,,,このみちをまっすぐあるきます
947,14,Keterangan,ゆっくり,ゆっくり,yukkuri,"Pelan-pelan, Istirahat dengan baik",Kata Keterangan,,,"Digunakan dengan はなします, あるきます, します, ねます"
948,14,Keterangan,すぐ,すぐ,sugu,"Segera, langsung",Kata Keterangan,,,
949,14,Salam,さようなら,さようなら,sayounara,Selamat tinggal (Tidak tahu kapan akan berjumpa kembali),Ekspresi,,,
950,14,Keterangan,あとで,あとで,atode,Nanti,Kata Keterangan,,,
951,14,Keterangan,もうすこし,もうすこし,mousukoshi,Sedikit lagi,Kata Keterangan,,,
952,14,Keterangan,もう,もう,mou,Sudah / Telah (Penekanan),Kata Keterangan,,,もうたべました
953,14,Ekspresi,さあ、～ましょう,さあ、～ましょう,"saa, ~mashou",Mari / Ayo (Ajakan),Ekspresi,,,Digunakan untuk mengajak
954,14,Ekspresi,あれ？,あれ？,are?,Loh kok? Ah? [heran],Ekspresi,,,Ungkapan keterkejutan
955,14,Kata Benda,信号,しんごう,shingou,Lampu Lalu Lintas,Kata Benda,,,
956,14,Kata Kerja,曲がります,まがります,magarimasu,Belok,Kata Kerja,Godan (I),Jidoushi (Intransitif),Contoh: みぎへまがります
957,14,Ekspresi,これでお願いします,これでおねがいします,kore de onegaishimasu,(Pembayaran) Tolong/mohon dengan ini,Ekspresi,,,Umum saat pembayaran
958,14,Kata Benda,お釣り,おつり,otsuri,Uang Kembalian,Kata Benda,,,
959,15,Kata Kerja,置きます,おきます,okimasu,Meletakkan / Menaruh,Kata Kerja,Godan (I),Tadoushi (Transitif),
960,15,Kata Kerja,作ります,つくります,tsukurimasu,Membuat (Secara Umum),Kata Kerja,Godan (I),Tadoushi (Transitif),
961,15,Kata Kerja,造ります,つくります,tsukurimasu,Membuat [Membangun],Kata Kerja,Godan (I),Tadoushi (Transitif),
962,15,Kata Kerja,売ります,うります,urimasu,Menjual,Kata Kerja,Godan (I),Tadoushi (Transitif),
963,15,Kata Kerja,知ります,しります,shirimasu,Mengetahui / Mengenal,Kata Kerja,Godan (I),Tadoushi (Transitif),
964,15,Kata Kerja,住みます,すみます,sumimasu,Tinggal,Kata Kerja,Godan (I),Jidoushi (Intransitif),
965,15,Kata Kerja,研究します,けんきゅうします,kenkyuushimasu,Meneliti,Kata Kerja,Irregular (III),Tadoushi (Transitif),
966,15,Kata Benda,研究,けんきゅう,kenkyuu,Penelitian,Kata Benda,,,
967,15,Kata Benda,研究者,けんきゅうしゃ,kenkyuusha,Peneliti,Kata Benda,,,
968,15,Kata Benda,資料,しりょう,shiryou,Dokumen (bahan Presentasi),Kata Benda,,,
969,15,Kata Benda,書類,しょるい,shorui,Dokumen (Administratif),Kata Benda,,,
970,15,Kata Benda,カタログ,カタログ,katarogu,Katalog,Kata Benda,,,
971,15,Kata Benda,時刻表,じこくひょう,jikokuhyou,Jadwal,Kata Benda,,,
972,15,Kata Benda,服,ふく,fuku,Baju,Kata Benda,,,
